YBL019W	YBR115C	YBR161W	YBR289W	YCL044C	YCR020W-B	YDL179W	YDR520C	YEL047C	YGR275W	YHL025W	YJL176C	YLR321C	YLR357W	YMR091C	YNL307C	YNR023W	YOL070C	YOR290C	
YBR126C	YCL040W	YDR074W	YLR215C	YML100W	YMR261C	
YAL053W	YDL188C	YDR069C	YKL028W	YKR062W	YLR167W	
YAL053W	YDL188C	YDR069C	YDR452W	YKL028W	YKR062W	
YBR119W	YER029C	YNL092W	YOR097C	YOR159C	YOR305W	
YBR119W	YGR074W	YHR127W	YIL061C	YKL012W	YLR298C	
YAL034C	YMR075W	YOL004W	YPL139C	YPR023C	YPR184W	
YBR125C	YER116C	YIR035C	YJL187C	YMR072W	YPL001W	
YBR125C	YHR118C	YIR035C	YJL187C	YJR154W	YPL001W	
YBR125C	YIR035C	YJL187C	YJR154W	YNL261W	YPL001W	
YAL034C	YGR255C	YMR075W	YNL330C	YOL004W	YPL139C	
YAL034C	YDR312W	YER110C	YHR066W	YNL122C	YOL034W	
YAL053W	YDL188C	YKL028W	YKR062W	YLR167W	YMR273C	
YAL034C	YDL143W	YMR075W	YNL330C	YOL004W	YPL139C	
YAL034C	YAR002W	YDR312W	YER110C	YHR066W	YNL122C	
YAL033W	YBR257W	YHR062C	YLR145W	YNL221C	YNL282W	
YBR127C	YDR289C	YGR020C	YJR033C	YJR069C	YML121W	
YBR135W	YBR160W	YDL155W	YLR079W	YLR210W	YPR119W	
YBR137W	YHR047C	YOL111C	YOR007C	YOR164C	YPL174C	
YBR061C	YFR024C-A	YGR108W	YHR016C	YMR259C	YOR042W	
YBL054W	YDL036C	YDL175C	YFR010W	YHR200W	YLR421C	
YAL032C	YBR188C	YDR416W	YGR129W	YIL068C	YJR050W	
YBL054W	YDL175C	YFR010W	YGR061C	YLR421C	YOR124C	
YAR003W	YBR175W	YBR258C	YDR469W	YHR119W	YPL138C	
YBL052C	YJR082C	YLR455W	YNL088W	YOR064C	YPR031W	
YAR014C	YER184C	YGR238C	YHR158C	YMR124W	YPR047W	
YBR103W	YCR033W	YDR310C	YIL112W	YKR029C	YOL068C	
YBR103W	YCR033W	YDR310C	YIL112W	YOL068C	YOR279C	
YBR103W	YCR033W	YDR310C	YKR029C	YOL068C	YOR279C	
YAR003W	YBR258C	YDR469W	YHR119W	YLR015W	YLR246W	
YAR003W	YBR175W	YHR029C	YJR094W-A	YLL023C	YPL138C	
YAR003W	YBR175W	YDR469W	YHR029C	YLL023C	YPL138C	
YBR103W	YCR033W	YIL112W	YKR029C	YOL068C	YOR279C	
YAR003W	YBR175W	YBR258C	YHR119W	YLR015W	YPL138C	
YBL103C	YBR010W	YFR034C	YGR081C	YMR044W	YNL167C	
YAR003W	YBR175W	YBR258C	YDR469W	YHR029C	YHR119W	
YBR103W	YDR310C	YIL112W	YKR029C	YOL068C	YOR279C	
YAR002W	YDR312W	YER110C	YHR066W	YNL122C	YOL034W	
YBR105C	YCL039W	YDL176W	YGL227W	YIL017C	YMR135C	
YBR107C	YDR318W	YER069W	YGR006W	YPL018W	YPR046W	
YAL067C	YIR021W	YLR113W	YNL091W	YNL162W	YOL097C	
YBR119W	YBR152W	YER029C	YLR298C	YMR125W	YOR308C	
YBR119W	YDL087C	YDR235W	YDR240C	YHR086W	YIL061C	
YBR119W	YDL087C	YDR235W	YGR013W	YIL061C	YML046W	
YAL062W	YBR274W	YIL033C	YJL164C	YKL101W	YPL203W	
YBL097W	YDR325W	YFR025C	YFR031C	YLR086W	YLR272C	
YBR289W	YFL049W	YHL025W	YNR023W	YOR290C	YPL016W	
YBL086C	YDL131W	YDL182W	YDR500C	YER122C	YPR067W	
YBL084C	YGL240W	YKL022C	YLR127C	YOR242C	YOR249C	
YBL084C	YBR054W	YDR118W	YGL240W	YIR025W	YOR242C	
YBR010W	YFR034C	YGL035C	YGR081C	YNL054W	YNL167C	
YBL074C	YDL051W	YER172C	YOR078W	YPR178W	YPR182W	
YCL011C	YDR138W	YML062C	YNL004W	YNL253W	YOR191W	
YCR003W	YDR237W	YDR322W	YDR462W	YLR312W-A	YNL005C	
YCR003W	YDR237W	YDR322W	YLR312W-A	YNL005C	YNL252C	
YBL097W	YDR325W	YFR025C	YFR031C	YHL002W	YLR272C	
YBL086C	YDL131W	YDL182W	YDR500C	YKR062W	YPR067W	
YAL001C	YBR123C	YDL078C	YGR047C	YOR110W	YPL007C	
YBR289W	YFL049W	YHL025W	YJL176C	YNR023W	YPL016W	
YBR289W	YFL049W	YHL025W	YJL176C	YNR023W	YOR290C	
YBR289W	YDR311W	YJR106W	YKR036C	YML008C	YMR228W	
YCL011C	YHR167W	YML062C	YNL004W	YNL253W	YOR191W	
YAL007C	YAR002C-A	YGL200C	YGR231C	YLR342W	YMR214W	
YBR023C	YDR034C	YGR072W	YHL024W	YHR077C	YIR009W	
YCL011C	YHR167W	YML062C	YNL004W	YNL253W	YPL127C	
YBL097W	YEL061C	YER132C	YGR135W	YJR143C	YKR095W	
YBR279W	YJR148W	YLR418C	YOL145C	YOR123C	YPL084W	
YBL087C	YBR105C	YCL039W	YDL176W	YGL227W	YMR135C	
YBL074C	YBR055C	YER172C	YHR156C	YHR165C	YOR308C	
YAL007C	YAR002C-A	YDR086C	YFR015C	YGL200C	YMR214W	
YAL007C	YAR002C-A	YFR015C	YGL200C	YGR231C	YMR214W	
YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLR314C	
YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YMR139W	
YCR002C	YDL225W	YDR168W	YDR533C	YJR076C	YLR314C	
YCR002C	YCR009C	YGL134W	YGR033C	YLR218C	YPR062W	
YBL087C	YBR170C	YBR180W	YGL140C	YJR103W	YKL117W	
YCR002C	YDL225W	YDR533C	YHR107C	YJR076C	YLR314C	
YBR289W	YHL025W	YJL176C	YNL307C	YNR023W	YOR290C	
YCR003W	YDR237W	YDR322W	YDR405W	YNL005C	YNL252C	
YCR002C	YDL225W	YDR533C	YHR107C	YLR314C	YLR356W	
YCL011C	YDR138W	YHR167W	YJL006C	YML062C	YNL253W	
YCL011C	YDR138W	YHR167W	YJL006C	YNL004W	YOR191W	
YCL011C	YDR138W	YHR167W	YML062C	YNL253W	YOR191W	
YBR289W	YFL049W	YJL176C	YNL307C	YNR023W	YOR290C	
YCL011C	YDR138W	YHR167W	YNL004W	YNL253W	YOR191W	
YBL090W	YDL045W-A	YIL093C	YJL063C	YJR113C	YNL081C	
YCL047C	YIL007C	YKR022C	YLL062C	YLR424W	YML106W	
YCL011C	YDR138W	YJL065C	YML062C	YNL004W	YOR191W	
YCL011C	YDR138W	YJL065C	YML062C	YNL253W	YOR191W	
YBL106C	YFL013C	YLR052W	YNL059C	YNL215W	YOR141C	
YCR009C	YDR081C	YEL037C	YHR042W	YML011C	YOL098C	
YBL106C	YDL002C	YFL013C	YLR052W	YNL215W	YOR141C	
YBL106C	YDL002C	YER092W	YFL013C	YLR052W	YOR189W	
YCR009C	YDL190C	YDR081C	YEL037C	YML011C	YNR031C	
YBL097W	YFR025C	YFR031C	YHL002W	YLR086W	YLR272C	
YAL007C	YAR002C-A	YGL200C	YGR231C	YML012W	YMR214W	
YBR019C	YFL034W	YFR043C	YHL019C	YKL135C	YLR170C	
YBR119W	YDL087C	YFL017W-A	YHR127W	YKL012W	
YBR119W	YDL087C	YDR235W	YGR013W	YIL061C	
YAL053W	YDR069C	YDR452W	YKL028W	YLR185W	
YER157W	YGL005C	YGR120C	YML071C	YNL041C	
YIL093C	YJR101W	YNL081C	YNR037C	YOR158W	
YCR059C	YML062C	YNL004W	YNL253W	YPL127C	
YAL062W	YBR274W	YIL033C	YJL164C	YPL203W	
YDR034C	YGR072W	YHR077C	YIR009W	YML052W	
YBR119W	YDL087C	YDR240C	YIL061C	YML046W	
YBL086C	YDL131W	YDL182W	YER122C	YPR067W	
YDL185W	YLR090W	YMR027W	YPL201C	YPR036W	
YCR066W	YDL074C	YGL058W	YLR024C	YML101C	
YBR062C	YER001W	YIL103W	YKL191W	YMR083W	
YDL181W	YNL092W	YOR097C	YOR159C	YOR305W	
YBR119W	YER029C	YFL017W-A	YLR014C	YNL092W	
YDR016C	YDR201W	YKL052C	YKR037C	YKR083C	
YCR066W	YDL074C	YGL058W	YML101C	YMR100W	
YDR195W	YGR156W	YLR115W	YLR277C	YOR179C	
YAL051W	YGR124W	YKL172W	YLR196W	YPL146C	
YER157W	YGR120C	YML071C	YNL051W	YPR105C	
YDR017C	YDR101C	YGR081C	YJL122W	YMR308C	
YBL052C	YJR082C	YLR455W	YOR064C	YPR031W	
YCL047C	YIL007C	YKR022C	YLL062C	YML106W	
YDL188C	YDR069C	YDR452W	YKL028W	YKR062W	
YBR119W	YDR235W	YDR240C	YHR086W	YML046W	
YJL203W	YML049C	YMR240C	YMR288W	YNL286W	
YER157W	YGL005C	YML071C	YNL051W	YPR105C	
YBL086C	YDL131W	YDL182W	YDR500C	YPR067W	
YDR195W	YGR156W	YKL059C	YLR115W	YLR277C	
YAR003W	YBR175W	YBR258C	YDR469W	YHR119W	
YBL076C	YBR047W	YDR238C	YER122C	YLR051C	
YBR159W	YJR065C	YKL013C	YMR028W	YNR035C	
YAR003W	YBR175W	YHR029C	YLL023C	YPL138C	
YDR482C	YER029C	YGL174W	YMR240C	YPL213W	
YDR049W	YGR162W	YKL204W	YOL139C	YOR276W	
YER151C	YML029W	YMR118C	YMR173W	YMR277W	
YDR224C	YGR052W	YIR019C	YMR106C	YMR284W	
YFR015C	YKR058W	YLR258W	YOL090W	YPL170W	
YDR357C	YEL005C	YGL079W	YKL061W	YLR408C	
YDL182W	YDR500C	YER122C	YJR094W-A	YPR067W	
YBR103W	YCR033W	YIL112W	YKR029C	YOL068C	
YCR002C	YDL225W	YDR101C	YDR168W	YJR076C	
YDR224C	YDR452W	YGL241W	YKR092C	YOL012C	
YCR066W	YGL058W	YGR180C	YML101C	YMR100W	
YFR015C	YJL137C	YKR058W	YLR258W	YOL090W	
YCR059C	YML062C	YNL004W	YNL253W	YOR191W	
YDR357C	YDR400W	YGL079W	YKL061W	YLR408C	
YFR015C	YGL234W	YJL137C	YLR258W	YOL090W	
YDR212W	YDR449C	YGR198W	YJL147C	YLR222C	
YJR066W	YJR106W	YKR036C	YML008C	YMR228W	
YAR002W	YDR312W	YER110C	YHR066W	YNL122C	
YDR195W	YGR156W	YJR093C	YOR179C	YPR107C	
YBL086C	YDL182W	YDR500C	YER122C	YPR067W	
YDR195W	YGR156W	YKL018W	YNL222W	YOR179C	
YCL057W	YDR379W	YGR012W	YJR036C	YNL307C	
YDL185W	YGR020C	YLR090W	YMR027W	YPR036W	
YAL029C	YDR457W	YKL124W	YLR304C	YOL025W	
YAL067C	YBR156C	YIR021W	YLR113W	YNL162W	
YFR015C	YGL234W	YJL137C	YKR058W	YLR258W	
YCL047C	YKR022C	YLL062C	YML106W	YPL160W	
YBL079W	YFL026W	YGR037C	YLL019C	YOL152W	
YCR065W	YCR105W	YJR102C	YLR417W	YPL002C	
YAL032C	YDR482C	YMR213W	YPL151C	YPR134W	
YAL032C	YDR482C	YLR117C	YPL151C	YPR134W	
YBR139W	YER062C	YGL090W	YIL045W	YKL069W	
YIL101C	YMR067C	YNL052W	YOR188W	YPL216W	
YDL216C	YDR023W	YDR179C	YMR277W	YOL117W	
YBR135W	YBR160W	YDL155W	YLR079W	YLR109W	
YBR135W	YBR160W	YDL155W	YLR079W	YLR210W	
YER184C	YGR238C	YHR158C	YMR124W	YPR047W	
YAL032C	YDR416W	YGR129W	YIL068C	YJR050W	
YBR061C	YFR024C-A	YGR108W	YMR259C	YOR042W	
YDR195W	YKL018W	YLR277C	YOR179C	YPR107C	
YBR137W	YHR047C	YOL111C	YOR007C	YOR164C	
YDR485C	YGL252C	YLR085C	YML041C	YNL076W	
YJL053W	YJL154C	YOR069W	YOR132W	YPL070W	
YFL026W	YGR037C	YLL019C	YLR359W	YOL152W	
YFL034W	YHL019C	YKL135C	YPL259C	YPR029C	
YCR063W	YDL030W	YDL043C	YGL174W	YJL203W	
YCR063W	YDL043C	YGL174W	YGR129W	YML049C	
YBR139W	YDR006C	YFL007W	YGR285C	YHR064C	
YCR063W	YDL030W	YDL043C	YJL203W	YLR011W	
YDR485C	YLR085C	YLR385C	YML041C	YOL052C	
YFL049W	YHL025W	YJL176C	YNR023W	YOR290C	
YDL216C	YDR179C	YMR025W	YMR277W	YOL117W	
YCL029C	YDR466W	YER139C	YMR019W	YMR134W	
YDL216C	YDR179C	YIL071C	YMR025W	YOL117W	
YDR325W	YFR025C	YFR031C	YLR086W	YLR272C	
YFL049W	YHL025W	YNR023W	YOR290C	YPL016W	
YFL049W	YJL140W	YJL176C	YOR189W	YPL129W	
YDR013W	YDR489W	YJL072C	YOL146W	YPR135W	
YCL047C	YIL007C	YKR022C	YLL062C	YLR424W	
YFL054C	YJL129C	YKL048C	YKL142W	YNL067W	
YDR337W	YGL129C	YGR165W	YJL063C	YJR113C	
YBR060C	YCR087C-A	YML065W	YNL261W	YPR162C	
YER164W	YGL019W	YLR407W	YMR172W	YOR061W	
YDR195W	YJR093C	YLR115W	YOR179C	YPR107C	
YAL001C	YBR123C	YDR362C	YGR047C	YPL007C	
YDR334W	YLR085C	YLR385C	YML041C	YOL052C	
YBR125C	YHR118C	YJL187C	YJR154W	YPL001W	
YDR482C	YGL174W	YMR240C	YMR288W	YPL213W	
YBR125C	YIR035C	YJL187C	YNL261W	YPL001W	
YFL049W	YJL176C	YNR023W	YOR290C	YPL016W	
YBR146W	YGR084C	YHR061C	YIL067C	YMR188C	
YDR359C	YEL018W	YHR099W	YNL136W	YPL066W	
YDR016C	YDR201W	YGL195W	YKL052C	YKR037C	
YER168C	YGL252C	YLR085C	YML041C	YNL076W	
YER168C	YGL252C	YLR085C	YML041C	YNL208W	
YER168C	YGL252C	YLR085C	YNL031C	YNL076W	
YDR006C	YFL007W	YGR285C	YHR064C	YLR336C	
YBL054W	YDL175C	YFR010W	YKL007W	YOR124C	
YBR126C	YCL040W	YDR074W	YML100W	YMR261C	
YDR006C	YDR457W	YGR285C	YHR064C	YOL025W	
YIL101C	YLR407W	YNL052W	YOR188W	YPL216W	
YAL034C	YDR312W	YER110C	YHR066W	YNL122C	
YFR036W	YGL240W	YHR166C	YIR025W	YKL022C	
YER172C	YFL017W-A	YGR091W	YLR014C	YOR308C	
YBL082C	YBR193C	YGR104C	YHR041C	YMR112C	
YER172C	YGR091W	YHR156C	YHR165C	YOR308C	
YJL065C	YML062C	YNL004W	YNL253W	YOR191W	
YBL046W	YDR075W	YDR173C	YML010W	YNL201C	
YDR124W	YDR347W	YGR165W	YJR060W	YPL118W	
YBL008W	YIL121W	YJL115W	YLR403W	YNL031C	
YBL016W	YBR001C	YDR171W	YJR148W	YLR304C	
YBL016W	YBR072W	YDR213W	YJL047C	YPL226W	
YDR138W	YHR167W	YML062C	YNL253W	YOR191W	
YBL016W	YBR072W	YDR213W	YJR043C	YNL313C	
YBR001C	YBR169C	YDR171W	YJR148W	YLR304C	
YBL016W	YDR171W	YJR148W	YLR304C	YPR035W	
YER001W	YIL103W	YKL048C	YKL191W	YLR043C	
YBL046W	YDR075W	YDR173C	YIL153W	YNL201C	
YEL060C	YFR009W	YGR251W	YNL085W	YNL186W	
YBL016W	YLL002W	YMR020W	YNL067W	YNL246W	
YCR028C-A	YLR072W	YLR226W	YNL031C	YNL079C	
YBL026W	YBR094W	YEL015W	YJL124C	YLR438C-A	
YCR028C-A	YHR164C	YLR226W	YNL031C	YNL079C	
YDR141C	YDR221W	YHR193C	YMR140W	YPL037C	
YBR067C	YDR415C	YER151C	YHR039C	YNR051C	
YEL003W	YGR078C	YLR200W	YML094W	YNL153C	
YCR035C	YGR158C	YHR081W	YNR024W	YOR001W	
YBR066C	YCR082W	YDL059C	YGR252W	YOR023C	
YBL007C	YBR136W	YHR114W	YLR337C	YOR181W	
YDR189W	YGR031W	YIL107C	YLR089C	YML106W	
YER022W	YGR104C	YMR112C	YMR230W	YPR168W	
YDR118W	YFR036W	YGL240W	YHR166C	YIR025W	
YCR003W	YDR237W	YDR322W	YLR312W-A	YNL005C	
YBR079C	YKL004W	YLR192C	YMR309C	YOR052C	
YEL018W	YGR002C	YHR090C	YHR099W	YNL136W	
YBR066C	YCR082W	YDR448W	YGR252W	YOR023C	
YBL008W	YBR215W	YIL121W	YJL115W	YJR140C	
YBL008W	YBR215W	YIL121W	YJL115W	YLR403W	
YER001W	YIL103W	YKL191W	YLR043C	YOL109W	
YDR121W	YGL133W	YJL065C	YNL230C	YOR304W	
YBL008W	YBR215W	YIL121W	YJL115W	YOR038C	
YEL005C	YGL079W	YKL061W	YLR408C	YNL086W	
YBR073W	YJR131W	YKL088W	YKR056W	YKR072C	
YMR240C	YMR288W	YNL286W	YOR319W	YPL213W	
YBL030C	YBR085W	YDR342C	YGL167C	YIL146C	
YEL043W	YFL054C	YIL020C	YKL142W	YLR179C	
YCR016W	YDR153C	YGL213C	YKL015W	YPR189W	
YDR159W	YDR538W	YGR188C	YLR436C	YMR304W	
YBL044W	YDR369C	YER179W	YLL021W	YMR224C	
YEL037C	YER162C	YKL005C	YML011C	YPL096W	
YBR069C	YBR139W	YDR457W	YHR064C	YOL025W	
YMR075W	YNL330C	YPL059W	YPL139C	YPR023C	
YEL043W	YFL054C	YKL048C	YKL142W	YLR179C	
YBL106C	YBR180W	YGL140C	YJR103W	YKL117W	
YEL034W	YJR047C	YKL047W	YLR069C	YPL144W	
YNL030W	YNL031C	YNL079C	YNL206C	YOL054W	
YDR165W	YFR053C	YGL253W	YLR131C	YOR081C	
YBL038W	YGR093W	YKL167C	YKR006C	YML025C	
YDR165W	YFR053C	YGL253W	YLR231C	YOR081C	
YDR167W	YGL066W	YLR055C	YMR223W	YPL047W	
YBR067C	YER151C	YMR118C	YMR173W	YOL109W	
YBR069C	YDL100C	YDR451C	YER083C	YGL020C	
YBR069C	YDR457W	YDR463W	YHR064C	YOL025W	
YBR069C	YDR234W	YGR285C	YHR064C	YLR262C	
YCR028C-A	YDR415C	YKL114C	YLR226W	YNR051C	
YEL050C	YGR220C	YKR085C	YMR193W	YNR022C	
YEL050C	YGR220C	YKR085C	YMR193W	YNL252C	
YML062C	YNL004W	YNL253W	YOR191W	YPL127C	
YEL044W	YLR052W	YNL059C	YNL215W	YOR141C	
YEL044W	YLR052W	YLR072W	YNL215W	YOR141C	
YDR108W	YDR472W	YIL078W	YOR115C	YPR078C	
YDR153C	YGL173C	YGR054W	YLR398C	YPR189W	
YEL044W	YGL150C	YLR052W	YNL215W	YOR141C	
YDR153C	YGL173C	YKL023W	YLR398C	YPR189W	
YBL046W	YDR075W	YDR173C	YDR225W	YNL201C	
YDR153C	YGL213C	YKL023W	YLR398C	YPR189W	
YCR009C	YGL134W	YGR033C	YLR218C	YPR062W	
YEL043W	YFL054C	YKL048C	YKL142W	YNL067W	
YBR065C	YHR155W	YKL056C	YKL081W	YPL240C	
YBR094W	YEL015W	YER035W	YJL124C	YNL118C	
YBL047C	YDR026C	YJL148W	YOL041C	YPL174C	
YCR002C	YDL225W	YDR533C	YJR076C	YLR314C	
YBR094W	YCR077C	YEL015W	YJL124C	YNL118C	
YBR094W	YCR077C	YEL015W	YJL124C	YLR438C-A	
YBL047C	YDR026C	YJL148W	YJL207C	YPL174C	
YBR065C	YHR155W	YKL056C	YKL081W	YNL041C	
YDR075W	YDR173C	YDR225W	YIL153W	YNL201C	
YBR065C	YBR249C	YKL056C	YKL081W	YPL048W	
YER086W	YJR009C	YOR368W	YPL003W	YPR164W	
YBR087W	YNL290W	YOL094C	YOR144C	YOR217W	
YER086W	YJR009C	YOR299W	YPL003W	YPR164W	
YDR075W	YDR225W	YGL241W	YIL153W	YNL201C	
YDR075W	YDR293C	YER033C	YIL153W	YNL201C	
YDR075W	YGR063C	YIL153W	YML010W	YNL201C	
YBR087W	YJR068W	YNL290W	YOR144C	YOR217W	
YBL046W	YDR075W	YIL153W	YML010W	YNL201C	
YBR094W	YEL015W	YJL124C	YNL118C	YOL149W	
YDR195W	YGR043C	YGR156W	YNL222W	YOR179C	
YDR058C	YKR022C	YML106W	YMR271C	YPR052C	
YCR002C	YDL225W	YDR507C	YHR107C	YIR022W	
YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	
YER143W	YGR158C	YHR081W	YNR024W	YOR001W	
YER133W	YLL013C	YMR311C	YNL233W	YPL137C	
YCR002C	YDL225W	YDR507C	YHR107C	YLR314C	
YCR002C	YDL225W	YDR507C	YHR107C	YMR139W	
YBL087C	YGL140C	YJR103W	YKL117W	YOR262W	
YDR065W	YJL023C	YLL033W	YLR091W	YPR116W	
YKL029C	YKR027W	YLR330W	YMR237W	YNL045W	
YCR002C	YDL225W	YDR533C	YHR107C	YLR314C	
YER125W	YMR275C	YOR124C	YOR138C	YOR322C	
YER125W	YGR061C	YMR275C	YOR124C	YOR138C	
YAR014C	YML131W	YMR191W	YOL154W	YOR092W	
YDR195W	YDR301W	YLR115W	YOR179C	YPR107C	
YBR094W	YEL015W	YJL124C	YLR438C-A	YMR268C	
YEL003W	YGR078C	YJL041W	YML094W	YNL153C	
YDR099W	YDR348C	YKR098C	YLR176C	YNR014W	
YDR101C	YER107C	YGR081C	YJL122W	YMR308C	
YBL002W	YER091C	YLR133W	YLR455W	YNL088W	
YER064C	YGL039W	YKL128C	YKL157W	YLR370C	
YBR010W	YGL035C	YGR081C	YNL054W	YNL167C	
YBL046W	YDR075W	YDR225W	YML010W	YNL201C	
YER064C	YGL039W	YKL128C	YKL157W	YKR038C	
YBR081C	YDR406W	YLR055C	YMR223W	YOL148C	
YER064C	YGL039W	YKL128C	YKL157W	YMR068W	
YER062C	YER171W	YGL090W	YIL045W	YKL069W	
YBR081C	YDR406W	YGL066W	YLR055C	YMR223W	
YLR072W	YNL030W	YNL031C	YNL206C	YOL054W	
YBR066C	YCR082W	YDL059C	YDR448W	YGR252W	
YDR108W	YDR407C	YDR472W	YOR115C	YPR078C	
YER059W	YGR233C	YLR190W	YPL031C	YPL219W	
YBR081C	YDL059C	YDR392W	YGR252W	YMR236W	
YDR108W	YDR472W	YHR047C	YOR115C	YPR078C	
YDR092W	YGL087C	YHR193C	YMR140W	YPL037C	
YCR002C	YDL225W	YDR533C	YLR314C	YLR356W	
YBR087W	YJR068W	YNL290W	YOL094C	YOR144C	
YER086W	YJR009C	YOR299W	YOR368W	YPL003W	
YBR087W	YCR016W	YNL290W	YOR144C	YOR217W	
YDR357C	YEL005C	YGL079W	YLR408C	YNL086W	
YER086W	YJR009C	YNL273W	YPL003W	YPR164W	
YDR092W	YDR221W	YHR193C	YMR140W	YPL037C	
YBL090W	YDL045W-A	YIL093C	YJL063C	YJR113C	
YBL052C	YJR082C	YLR455W	YNL088W	YPR031W	
YCR002C	YDL225W	YHR107C	YJR076C	YLR314C	
YCR047C	YMR128W	YNR046W	YOR206W	YPR131C	
YEL003W	YGR078C	YJL041W	YJL179W	YLR200W	
YLL027W	YMR067C	YNL052W	YOR188W	YPL216W	
YER065C	YLR270W	YOL017W	YOR173W	YPL245W	
YER064C	YKL128C	YKL157W	YLR370C	YMR068W	
YER064C	YGL039W	YKL128C	YLR370C	YMR068W	
YBR289W	YFL049W	YJL176C	YNR023W	YOR290C	
YDL066W	YDR159W	YDR538W	YLR436C	YMR304W	
YDL066W	YDR159W	YGR188C	YLR436C	YMR304W	
YAL013W	YBR095C	YIL084C	YMR263W	YPL181W	
YDR419W	YDR477W	YGL115W	YGL208W	YOR142W	
YDL066W	YDR538W	YGR188C	YLR436C	YMR304W	
YCR077C	YEL015W	YER112W	YGL173C	YJL124C	
YAL013W	YGR263C	YMR263W	YPL139C	YPL181W	
YBR214W	YDL047W	YFR040W	YJL098W	YKR028W	
YBL059W	YDL115C	YGL043W	YGL070C	YJL140W	
YAL016W	YML109W	YMR273C	YOR014W	YOR162C	
YGR237C	YIL154C	YLR432W	YML056C	YOR360C	
YHR012W	YJL053W	YKL195W	YOR069W	YOR132W	
YDR422C	YDR477W	YER027C	YER129W	YGL208W	
YAL017W	YBR069C	YDL100C	YDR451C	YER083C	
YDR422C	YDR477W	YER027C	YGL115W	YOR142W	
YBR028C	YDL073W	YER018C	YIL144W	YMR117C	
YDL060W	YER131W	YLR435W	YNL207W	YPL146C	
YAL013W	YBR095C	YDL076C	YPL139C	YPL181W	
YBR221C	YGL244W	YLR418C	YOL145C	YOR123C	
YDR419W	YDR477W	YER027C	YGL115W	YGL208W	
YDL056W	YKL092C	YKR077W	YLR182W	YOR083W	
YBR245C	YLR095C	YMR044W	YOR304W	YPL055C	
YGR062C	YHR216W	YLR432W	YML056C	YOR360C	
YCR077C	YEL015W	YGL173C	YGR054W	YJL124C	
YBR025C	YCR065W	YJR102C	YLR417W	YPL002C	
YBR198C	YML015C	YML031W	YMR227C	YPL011C	
YDR272W	YER001W	YIL103W	YKL191W	YLR043C	
YDL002C	YER092W	YLR052W	YNL215W	YOR141C	
YAL013W	YBR095C	YGR263C	YMR263W	YPL139C	
YDR400W	YEL005C	YGL079W	YKL061W	YLR408C	
YGR062C	YGR237C	YLR432W	YML056C	YOR360C	
YGR062C	YGR237C	YLR333C	YML056C	YOR360C	
YGR062C	YGR237C	YIL154C	YML056C	YOR360C	
YDR311W	YJR106W	YKR036C	YML008C	YMR228W	
YBR249C	YKL056C	YKL081W	YNL041C	YPL048W	
YGL252C	YLR085C	YNL031C	YNL076W	YNL208W	
YGL252C	YLR085C	YML041C	YNL076W	YNL208W	
YDR422C	YER027C	YER129W	YGL115W	YOR142W	
YDL085W	YHR204W	YKL093W	YLR371W	YOR076C	
YBR289W	YJR106W	YKR036C	YML008C	YMR228W	
YHR012W	YJL053W	YOR069W	YOR132W	YPL070W	
YBR034C	YBR107C	YDR254W	YLR315W	YNR062C	
YBR028C	YER018C	YIL144W	YMR117C	YOL069W	
YBR188C	YDR482C	YLL036C	YLR117C	YPL151C	
YCL010C	YDR448W	YMR223W	YPL222W	YPL254W	
YDR378C	YGL173C	YJL124C	YJR022W	YNL147W	
YGR238C	YHR158C	YMR124W	YPR047W	YPR179C	
YBR188C	YDR416W	YJR050W	YLL036C	YMR213W	
YBR188C	YDR416W	YJR050W	YLL036C	YLR117C	
YBR188C	YDR416W	YHR156C	YHR165C	YOR308C	
YBR289W	YFL049W	YNR023W	YOR290C	YPL016W	
YBR198C	YIL016W	YML015C	YML098W	YMR005W	
YGR032W	YIL043C	YJR094W-A	YML072C	YPL249C-A	
YBR198C	YDR406W	YLR055C	YML015C	YPL011C	
YBR289W	YFL049W	YNL307C	YOR290C	YPL016W	
YBR197C	YJR156C	YLR423C	YPL166W	YPR049C	
YGR237C	YLR333C	YLR432W	YML056C	YOR360C	
YBR197C	YDR022C	YLR423C	YPL166W	YPR049C	
YGR020C	YLR090W	YMR027W	YPL201C	YPR036W	
YDR272W	YER001W	YKL191W	YLR043C	YLR231C	
YDR378C	YGL173C	YGR054W	YJL124C	YNL147W	
YDL078C	YDR248C	YDR304C	YHR097C	YMR016C	
YBR197C	YDR022C	YJR156C	YLR423C	YPL166W	
YAL021C	YCR093W	YDR252W	YGR134W	YJR011C	
YBR289W	YHL025W	YNR023W	YOR290C	YPL016W	
YGR003W	YKL124W	YLR319C	YOR326W	YPL040C	
YBR249C	YHR155W	YKL056C	YKL081W	YPL048W	
YDR406W	YGL112C	YLR055C	YML098W	YPL011C	
YDR295C	YKL134C	YNL021W	YOR138C	YPR179C	
YGR134W	YMR067C	YNL052W	YOR188W	YPL216W	
YBR245C	YLR095C	YLR336C	YMR044W	YPL055C	
YGR207C	YIL108W	YLR265C	YNR058W	YOR018W	
YBR245C	YFR013W	YGL133W	YOL006C	YOR304W	
