YCR057C	YDR071C	YDR299W	YDR365C	YDR449C	YGL120C	YGR145W	YHR065C	YIL142W	YJL069C	YKL015W	YLR129W	YLR222C	YLR409C	YMR259C	YNL224C	YNR054C	YOR310C	YPR137W	
YBR234C	YDL029W	YKL013C	YLR370C	YNR035C	YOR269W	
YBR066C	YCR082W	YDL059C	YDR176W	YGR252W	YOR023C	
YBR229C	YDR141C	YDR221W	YHR193C	YJR011C	YPL037C	
YAL032C	YDR482C	YGR278W	YLR117C	YPL151C	YPR134W	
YBR245C	YGL133W	YJL065C	YLR095C	YMR044W	YOR304W	
YBR245C	YGL133W	YJL065C	YLR095C	YNL230C	YOR304W	
YBR245C	YGL133W	YJL065C	YMR044W	YOR304W	YPL055C	
YBR245C	YGL133W	YLR095C	YMR044W	YOR304W	YPL055C	
YBR245C	YGL133W	YLR095C	YOL017W	YOR304W	YPL055C	
YBR245C	YLR095C	YLR336C	YMR044W	YOR304W	YPL055C	
YBR066C	YCR082W	YDL059C	YDR448W	YGR252W	YOR023C	
YAL029C	YGR003W	YKL124W	YLR288C	YOR326W	YPL040C	
YBL058W	YDR295C	YJR098C	YLR377C	YOR342C	YPL133C	
YBL058W	YDR295C	YJR098C	YLR377C	YNL155W	YPL133C	
YAL007C	YGL055W	YGL200C	YGR231C	YML012W	YMR214W	
YAL007C	YDR086C	YGL200C	YGR231C	YLR342W	YMR214W	
YBL058W	YDR295C	YJR098C	YLR377C	YML064C	YPL133C	
YBR065C	YDR429C	YMR146C	YMR309C	YOR254C	YPL105C	
YAL016W	YDL188C	YGR161C	YMR273C	YOR162C	YPL152W	
YBR065C	YHL014C	YHR155W	YKL056C	YKL081W	YPL240C	
YBL052C	YJR082C	YLR455W	YNL088W	YOR064C	YPR031W	
YAL031C	YBR166C	YDR195W	YKR002W	YNL222W	YNL317W	
YBR229C	YDR092W	YDR221W	YHR193C	YMR140W	YPL037C	
YBL055C	YDR153C	YDR280W	YGL213C	YLR398C	YPR189W	
YBR229C	YDR141C	YDR221W	YGL097W	YHR193C	YPL037C	
YAL032C	YBR139W	YDR416W	YGR129W	YIL068C	YJR050W	
YAL023C	YBR171W	YCR043C	YDL095W	YEL036C	YOR153W	
YBL054W	YDL175C	YFR010W	YJR066W	YKL007W	YOR124C	
YBR229C	YDR141C	YDR221W	YGR134W	YHR193C	YPL037C	
YBR069C	YDR234W	YGR285C	YHR064C	YLR262C	YOR081C	
YAL007C	YAR002C-A	YGL200C	YGR231C	YML012W	YMR214W	
YBR251W	YIL093C	YJR101W	YNL022C	YNR037C	YOR158W	
YAL034C	YDL143W	YMR075W	YNL330C	YOL004W	YPL139C	
YBR257W	YDR478W	YHR062C	YLR145W	YNL221C	YNL282W	
YBR069C	YDR006C	YDR234W	YGR285C	YHR064C	YLR262C	
YBL038W	YGR093W	YJL200C	YKL167C	YKR006C	YML025C	
YAL007C	YAR002C-A	YGL055W	YGL200C	YGR231C	YML012W	
YIL101C	YLR407W	YMR067C	YNL052W	YOR188W	YPL216W	
YBR069C	YDR006C	YFL007W	YGR285C	YHR064C	YLR336C	
YBR160W	YDL155W	YLR079W	YLR210W	YPR119W	YPR120C	
YAL007C	YAR002C-A	YFR015C	YGL200C	YGR231C	YMR214W	
YBR146W	YGR084C	YHR061C	YIL067C	YMR012W	YMR188C	
YAL034C	YDR312W	YER110C	YHR066W	YNL122C	YOL034W	
YAL007C	YAR002C-A	YDR086C	YFR015C	YGL200C	YMR214W	
YBR289W	YDR311W	YJR106W	YKR036C	YML008C	YMR228W	
YBR289W	YFL049W	YHL025W	YJL176C	YNR023W	YOR290C	
YBR289W	YFL049W	YHL025W	YJL176C	YNR023W	YPL016W	
YBR146W	YCR089W	YGR084C	YHR061C	YMR012W	YMR188C	
YBR067C	YER151C	YML029W	YMR118C	YMR173W	YOL109W	
YBR161W	YCL044C	YEL047C	YER062C	YGR056W	YMR091C	
YBL052C	YEL018W	YJR082C	YLR455W	YOR064C	YPR031W	
YBR067C	YCR028C-A	YDR415C	YER151C	YHR039C	YNR051C	
YBR067C	YDL066W	YER151C	YMR118C	YMR173W	YOL109W	
YBL047C	YDR026C	YJL148W	YJL207C	YOL041C	YPL174C	
YBR161W	YCL044C	YDR303C	YER062C	YMR091C	YOR253W	
YBR067C	YDR415C	YER151C	YHR039C	YNR051C	YOL109W	
YBL046W	YDR075W	YDR225W	YDR293C	YIL153W	YNL201C	
YBR221C	YGL244W	YJR148W	YLR418C	YOL145C	YOR123C	
YBL046W	YDR075W	YDR173C	YGR063C	YML010W	YNL201C	
YAL023C	YBL075C	YCR043C	YDR128W	YEL036C	YLR325C	
YBL046W	YDR075W	YDR173C	YDR225W	YGL241W	YNL201C	
YAL034C	YAR002W	YDR312W	YER110C	YHR066W	YNL122C	
YLL027W	YLR407W	YMR067C	YNL052W	YOR188W	YPL216W	
YBR249C	YFL013C	YHR155W	YKL056C	YKL081W	YPL048W	
YBR160W	YLR079W	YLR187W	YLR210W	YPR119W	YPR120C	
YBR069C	YBR139W	YDR006C	YFL007W	YGR285C	YHR064C	
YHR167W	YML062C	YNL004W	YNL253W	YOR191W	YPL127C	
YBL097W	YEL061C	YER132C	YGR135W	YJR143C	YKR095W	
YBL097W	YDR325W	YFR025C	YFR031C	YLR086W	YLR272C	
YBR025C	YCR065W	YCR105W	YJR102C	YLR417W	YPL002C	
YBL097W	YDR325W	YFR025C	YFR031C	YHL002W	YLR272C	
YBL090W	YDL045W-A	YIL093C	YJL063C	YJR113C	YNL081C	
YBR188C	YDR482C	YGR129W	YLR117C	YPL151C	YPR134W	
YBL087C	YBR105C	YCL039W	YDL176W	YGL227W	YMR135C	
YBR188C	YDR482C	YGR278W	YLL036C	YLR117C	YPL151C	
YBR188C	YDR482C	YLL036C	YLR117C	YPL151C	YPR134W	
YBL097W	YFR025C	YFR031C	YHL002W	YLR086W	YLR272C	
YAL027W	YIL095W	YML095C	YNL106C	YPL022W	YPL183C	
YBR025C	YDL036C	YGR232W	YHR027C	YHR200W	YLR341W	
YBL086C	YDL131W	YDL182W	YDR500C	YKR062W	YPR067W	
YBR176W	YCR059C	YDL236W	YLR215C	YOL072W	YPR080W	
YBL086C	YDL131W	YDL182W	YDR500C	YER122C	YPR067W	
YBR176W	YCR059C	YDL074C	YDL236W	YOL072W	YPR080W	
YBR175W	YDR469W	YHR029C	YHR119W	YJR094W-A	YKL018W	
YAL011W	YDR334W	YDR485C	YLR085C	YLR385C	YOL052C	
YBR023C	YDR034C	YGR072W	YHL024W	YHR077C	YIR009W	
YBR010W	YGL035C	YGR081C	YNL054W	YNL167C	YPR052C	
YBL106C	YDL002C	YFL013C	YJL081C	YNL215W	YOR141C	
YBL106C	YDL002C	YER092W	YFL013C	YLR052W	YOR189W	
YBR176W	YDL236W	YDR347W	YHL004W	YJR060W	YPR080W	
YAL011W	YDR485C	YER168C	YLR085C	YLR385C	YOL052C	
YAL011W	YDR334W	YLR085C	YLR187W	YLR385C	YOL052C	
YBR019C	YFL034W	YFR043C	YHL019C	YKL135C	YLR170C	
YAL011W	YDR334W	YGR002C	YJL081C	YML041C	YNL059C	
YBR175W	YBR258C	YHR119W	YLR015W	YLR246W	YPL138C	
YBR023C	YDR034C	YGR072W	YHL024W	YHR077C	YML052W	
YBR023C	YDR034C	YGR072W	YHR077C	YIR009W	YML052W	
YBL106C	YBR180W	YGL140C	YGR136W	YJR103W	YKL117W	
YBR188C	YDR416W	YDR482C	YJR050W	YLL036C	YPR134W	
YBL106C	YBR170C	YGL140C	YGR136W	YJR103W	YKL117W	
YBL106C	YBR170C	YBR180W	YGL140C	YJR103W	YKL117W	
YAL027W	YDR120C	YER049W	YML095C	YOR051C	YPL089C	
YAL027W	YDR120C	YER049W	YOR051C	YPL022W	YPL183C	
YBL059W	YCR079W	YDL115C	YGL070C	YGR063C	YJL140W	
YAL011W	YDR227W	YGL252C	YLR085C	YML041C	YNL076W	
YBR173C	YGL096W	YGR087C	YKL206C	YKR054C	YLR199C	
YBR214W	YDL047W	YFR040W	YJL098W	YKR028W	YLR097C	
YBR173C	YEL061C	YER132C	YGR067C	YGR135W	YJR143C	
YBR055C	YDR378C	YDR473C	YJL124C	YJR022W	YOR308C	
YBR055C	YDR473C	YER172C	YGR091W	YNR011C	YOR308C	
YBL061C	YCR105W	YIL156W	YJL020C	YKL025C	YLR386W	
YBR059C	YDR310C	YIL112W	YKR029C	YOL068C	YOR279C	
YAL011W	YBR231C	YDR334W	YDR485C	YLR085C	YLR399C	
YBR042C	YFL034W	YKL135C	YLR170C	YPL259C	YPR029C	
YBL059W	YCR079W	YDL115C	YGL043W	YGL070C	YJL140W	
YBR061C	YFR024C-A	YGR108W	YHR016C	YMR259C	YOR042W	
YAL013W	YBR095C	YDR207C	YIL084C	YMR263W	YPL181W	
YBR062C	YER001W	YIL103W	YKL048C	YLR231C	YMR083W	
YBR170C	YGR048W	YHR124W	YHR154W	YNL155W	YOR201C	
YBR065C	YBR249C	YHR155W	YKL056C	YKL081W	YPL048W	
YBR065C	YBR249C	YKL056C	YKL081W	YNL041C	YPL048W	
YBL058W	YJR098C	YLR377C	YNL155W	YOR342C	YPL133C	
YCR009C	YDL190C	YDR081C	YEL037C	YML011C	YNR031C	
YBL082C	YBR193C	YGR104C	YHR041C	YMR112C	YMR230W	
YBR197C	YDR022C	YJR156C	YLR423C	YPL166W	YPR049C	
YAL027W	YJR065C	YML095C	YMR028W	YPL022W	YPL183C	
YBR198C	YDR406W	YLR055C	YML015C	YMR227C	YPL011C	
YHR167W	YJL065C	YML062C	YNL004W	YNL253W	YOR191W	
YBR028C	YDL199C	YIL144W	YMR117C	YNL054W	YOL069W	
YBR028C	YER018C	YIL144W	YMR117C	YNL054W	YOL069W	
YAL011W	YER168C	YLR058C	YLR085C	YLR187W	YML041C	
YAL001C	YBR123C	YDL078C	YGR047C	YOR110W	YPL007C	
YAL027W	YDR120C	YER049W	YLL018C	YML095C	YOR051C	
YBL079W	YFL026W	YGR037C	YLL019C	YLR359W	YOL152W	
YBL079W	YDR166C	YFL026W	YGR037C	YLL019C	YOL152W	
YBR034C	YBR107C	YDR254W	YDR318W	YLR315W	YNR062C	
YBR039W	YGR250C	YGR281W	YJL088W	YML002W	YML051W	
YBL074C	YGR074W	YHR165C	YNL092W	YOR308C	YPR057W	
YBL074C	YDL051W	YER172C	YOR078W	YPR178W	YPR182W	
YBL074C	YBR119W	YDR473C	YGR074W	YPR057W	YPR182W	
YBL008W	YBR215W	YIL121W	YJL115W	YJR140C	YOR038C	
YAL067C	YIR021W	YLR113W	YNL091W	YNL162W	YOL097C	
YHR012W	YJL053W	YJL154C	YOR069W	YOR132W	YPL070W	
YAR062W	YDL031W	YDL040C	YHR013C	YMR108W	YOR253W	
YCL029C	YGL245W	YGR264C	YHR111W	YPL144W	YPL245W	
YAL036C	YBR279W	YGL244W	YLL063C	YOL145C	YOR123C	
YBR125C	YER116C	YIR035C	YJL187C	YMR072W	YPL001W	
YBR125C	YHR118C	YJL187C	YJR154W	YOR058C	YPL001W	
YBR103W	YCR033W	YDR310C	YKR029C	YOL068C	YOR279C	
YBR125C	YIR035C	YJL187C	YJR154W	YNL261W	YPL001W	
YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YMR139W	
YBR125C	YIR035C	YJL187C	YNL261W	YOR058C	YPL001W	
YBR126C	YCL040W	YDR074W	YLR215C	YML100W	YMR261C	
YHR012W	YJL053W	YKL195W	YOR069W	YOR132W	YPL070W	
YBL008W	YBR215W	YIL121W	YJL115W	YJR140C	YLR403W	
YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLR314C	
YCR002C	YDL225W	YDR533C	YHR107C	YJR076C	YLR314C	
YCR002C	YDL225W	YDR533C	YHR107C	YLR314C	YLR356W	
YBR087W	YJR068W	YNL290W	YOL094C	YOR144C	YOR217W	
YBL010C	YDR519W	YGL014W	YGL203C	YJR025C	YNL317W	
YBR127C	YDL185W	YGR020C	YLR090W	YMR027W	YPR036W	
YBR087W	YDR171W	YNL290W	YOL094C	YOR144C	YOR217W	
YBL016W	YBR001C	YBR169C	YDR171W	YJR148W	YLR304C	
YAL016W	YML109W	YMR273C	YOR014W	YOR162C	YPL152W	
YBR087W	YCR016W	YNL290W	YOL094C	YOR144C	YOR217W	
YCL011C	YHR167W	YML062C	YNL004W	YOR191W	YPL127C	
YAL021C	YDR252W	YGR134W	YJR011C	YNL288W	YPL268W	
YCL011C	YHR167W	YML062C	YNL004W	YNL253W	YPL127C	
YBR103W	YCR033W	YIL112W	YKR029C	YOL068C	YOR279C	
YCL011C	YDR138W	YJL065C	YML062C	YNL253W	YOR191W	
YCR002C	YDL225W	YDR168W	YDR533C	YJR076C	YLR314C	
YAR014C	YDR470C	YML131W	YMR191W	YOL154W	YOR092W	
YBR119W	YDR235W	YDR240C	YHR086W	YLR147C	YML046W	
YBR094W	YEL015W	YJL124C	YNL118C	YOL149W	YPL089C	
YAR014C	YER184C	YGR238C	YHR158C	YMR124W	YPR047W	
YAR003W	YBR175W	YHR029C	YHR119W	YLL023C	YPL138C	
YHR012W	YJL053W	YJL154C	YKL195W	YOR069W	YOR132W	
YAR003W	YBR175W	YBR258C	YHR119W	YLR015W	YPL138C	
YAR003W	YBR175W	YBR258C	YDR469W	YHR119W	YPL138C	
YCR002C	YCR009C	YGL134W	YGR033C	YLR218C	YPR062W	
YAL047C	YDL216C	YDR179C	YIL071C	YMR025W	YOL117W	
YAR003W	YBR175W	YBR258C	YDR469W	YHR119W	YJR094W-A	
YAR042W	YBR176W	YDL074C	YDL236W	YOL072W	YPR080W	
YCR002C	YDL225W	YDR101C	YDR168W	YJR076C	YLR314C	
YCL047C	YIL007C	YKR022C	YLL062C	YML106W	YPL160W	
YBR127C	YDR289C	YGR020C	YJR033C	YJR069C	YML121W	
YCR002C	YDL225W	YDR507C	YDR533C	YHR107C	YLR314C	
YBR119W	YER029C	YNL092W	YOR097C	YOR159C	YOR305W	
YAR003W	YBR175W	YBR258C	YDR469W	YHR029C	YHR119W	
YCL047C	YIL007C	YKR022C	YLL062C	YLR424W	YML106W	
YAL021C	YDR221W	YDR252W	YGR134W	YHR193C	YJR011C	
YAR002W	YDR312W	YER110C	YHR066W	YNL122C	YOL034W	
YHR012W	YJL053W	YJL154C	YKL195W	YOR132W	YPL070W	
YAL021C	YDR252W	YGR134W	YHR193C	YJR011C	YNL288W	
YBR103W	YCR033W	YDR155C	YIL112W	YKR029C	YOL068C	
YCL032W	YDR121W	YGL133W	YJL065C	YNL230C	YOR304W	
YAR002W	YDR312W	YDR496C	YER110C	YHR066W	YNL122C	
YBR103W	YCR033W	YDR310C	YIL112W	YOL068C	YOR279C	
YAR042W	YDL040C	YDR303C	YGR054W	YHR013C	YOR253W	
YBR289W	YJR066W	YJR106W	YKR036C	YML008C	YMR228W	
YBR105C	YCL039W	YDL176W	YGL227W	YIL017C	YMR135C	
YCR003W	YDR237W	YDR322W	YLR312W-A	YNL005C	YNL252C	
YBL019W	YCR028C-A	YHR164C	YLR226W	YNL031C	YNL079C	
YHR054C	YJL023C	YLL033W	YLR091W	YML091C	YPR116W	
YCL011C	YDR138W	YJL065C	YML062C	YNL004W	YOR191W	
YBR119W	YDL087C	YDR235W	YFL017W-A	YGR013W	YIL061C	
YAL034C	YMR075W	YOL004W	YPL139C	YPR023C	YPR184W	
YBR139W	YER062C	YER171W	YGL090W	YIL045W	YKL069W	
YBR081C	YDR392W	YDR406W	YLR055C	YMR223W	YOL148C	
YLR102C	YLR148W	YML058W	YNL291C	YOR346W	YPR083W	
YBR119W	YBR152W	YER029C	YLR298C	YMR125W	YOR308C	
YBR081C	YDL059C	YDR392W	YGR252W	YLR055C	YMR236W	
YHL032C	YJL095W	YJL110C	YMR031C	YMR086W	YPL004C	
YBR079C	YDR429C	YKL004W	YLR192C	YMR309C	YOR052C	
YBR139W	YDR006C	YDR234W	YGR285C	YHR064C	YLR262C	
YBR079C	YDR006C	YDR429C	YKL004W	YLR192C	YMR309C	
YBR079C	YBR173C	YGR087C	YJR007W	YKL206C	YLR199C	
YAL053W	YDL188C	YKL028W	YKR062W	YLR167W	YMR273C	
YBR289W	YHL025W	YJL176C	YNL307C	YNR023W	YOR290C	
YAL053W	YDL188C	YDR069C	YKL028W	YKR062W	YLR167W	
YBR073W	YJR131W	YKL088W	YKR056W	YKR072C	YOR054C	
YCR008W	YCR009C	YHR042W	YLR305C	YOL098C	YPR062W	
YAL053W	YDL188C	YDR069C	YDR452W	YKL028W	YKR062W	
YBR289W	YFL049W	YHL025W	YNL307C	YOR290C	YPL016W	
YAL023C	YBL060W	YBR159W	YIL062C	YJR065C	YNR035C	
YBR289W	YFL049W	YJL176C	YNL307C	YNR023W	YOR290C	
YBR146W	YCR089W	YGR084C	YHR061C	YIL067C	YMR012W	
YBR289W	YFL049W	YHL025W	YNR023W	YOR290C	YPL016W	
YLR072W	YNL030W	YNL031C	YNL079C	YNL206C	YOL054W	
YCL011C	YDR138W	YHR167W	YNL004W	YNL253W	YOR191W	
YCL011C	YDR138W	YHR167W	YJL006C	YNL004W	YOR191W	
YBR135W	YBR160W	YDL155W	YLR079W	YLR210W	YPR119W	
YBL019W	YCR028C-A	YHR164C	YIL107C	YKL114C	YLR226W	
YAL051W	YDR412W	YGR124W	YKL172W	YLR196W	YPL146C	
YBR103W	YDR310C	YIL112W	YKR029C	YOL068C	YOR279C	
YAL021C	YCR093W	YDR252W	YGR134W	YJR011C	YPL268W	
YAL001C	YBR123C	YDL074C	YDR362C	YGR047C	YPL007C	
YAL021C	YCR093W	YDR252W	YGR134W	YJR011C	YNL288W	
YCR003W	YDR237W	YDR322W	YDR462W	YLR312W-A	YNL005C	
YBR137W	YHR047C	YOL111C	YOR007C	YOR164C	YPL174C	
YCL011C	YDR138W	YHR167W	YML062C	YNL253W	YOR191W	
YCL011C	YDR138W	YHR167W	YJL065C	YML062C	YOR191W	
YCL011C	YDR138W	YHR167W	YJL006C	YML062C	YNL253W	
YAL062W	YBR274W	YIL033C	YJL164C	YKL101W	YPL203W	
YJL053W	YJL154C	YKL195W	YOR069W	YOR132W	YPL070W	
YDL216C	YDR179C	YIL071C	YMR025W	YOL117W	
YBR069C	YDL100C	YDR451C	YER083C	YGL020C	
YDR175C	YDR337W	YGR165W	YJL063C	YJR096W	
YBR094W	YEL015W	YNL118C	YOL149W	YPL089C	
YBR025C	YCR065W	YJR102C	YLR417W	YPL002C	
YBR019C	YBR042C	YHL019C	YKL135C	YLR170C	
YGR020C	YLR090W	YMR027W	YPL201C	YPR036W	
YER133W	YLL013C	YMR311C	YNL233W	YPL137C	
YAL027W	YCR087C-A	YML095C	YPL022W	YPL183C	
YBR028C	YIL144W	YMR117C	YNL054W	YOL069W	
YBR023C	YGR072W	YHR077C	YIR009W	YML052W	
YAL027W	YDR120C	YER049W	YML095C	YOR051C	
YBR103W	YCR033W	YIL112W	YKR029C	YOL068C	
YBR028C	YDL199C	YER018C	YIL144W	YNL054W	
YBR028C	YDL073W	YER018C	YIL144W	YMR117C	
YER162C	YHR039C	YKL005C	YKL159C	YML011C	
YDR175C	YDR337W	YGR165W	YJL063C	YKL155C	
YGL005C	YGL223C	YNL041C	YNL051W	YPR105C	
YBR023C	YDR034C	YGR072W	YHR077C	YIR009W	
YDR159W	YER086W	YGL067W	YLR180W	YOR257W	
YAL027W	YDR120C	YER049W	YLL018C	YOR051C	
YDR013W	YDR489W	YJL072C	YOL146W	YPR135W	
YDR165W	YFR053C	YGL253W	YLR231C	YOR081C	
YGR078C	YJL005W	YLR200W	YML094W	YNL153C	
YDR153C	YGL173C	YKL023W	YLR398C	YPR189W	
YBR023C	YDR034C	YGR072W	YHR077C	YML052W	
YBR103W	YCR033W	YDR155C	YIL112W	YKR029C	
YDL216C	YDR179C	YMR025W	YMR277W	YOL117W	
YGR078C	YJL179W	YLR200W	YML094W	YNL153C	
YBR028C	YDL199C	YIL144W	YMR117C	YNL054W	
YIR007W	YJL130C	YMR205C	YNL023C	YPR074C	
YGR032W	YIL043C	YJR094W-A	YML072C	YPL249C-A	
YER125W	YMR275C	YOR124C	YOR138C	YOR322C	
YDR153C	YGL213C	YKL023W	YLR398C	YPR189W	
YBR066C	YCR082W	YDL059C	YGR252W	YOR023C	
YBR067C	YDR415C	YER151C	YNR051C	YOL109W	
YBR067C	YDR415C	YER151C	YHR039C	YNR051C	
YGR068C	YHR138C	YIL094C	YKR003W	YPR061C	
YDR058C	YKR022C	YML106W	YMR271C	YPR052C	
YGR068C	YHR138C	YIL094C	YNL304W	YPR061C	
YAL021C	YDR252W	YGR134W	YNL288W	YPL268W	
YJL115W	YNL030W	YNL031C	YNL206C	YOL054W	
YBR066C	YCR082W	YDR448W	YGR252W	YOR023C	
YBR081C	YDR406W	YLR055C	YMR223W	YMR236W	
YER157W	YGL005C	YGR120C	YML071C	YNL041C	
YDR047W	YGL137W	YLR260W	YMR224C	YNL255C	
YAL021C	YDR252W	YGR134W	YJR011C	YPL268W	
YBR066C	YCR082W	YDL059C	YDR448W	YGR252W	
YAL021C	YDR252W	YGR134W	YJR011C	YNL288W	
YBR087W	YCR016W	YNL290W	YOR144C	YOR217W	
YBR065C	YHR155W	YKL081W	YNL041C	YPL048W	
YDR034C	YGR072W	YHR077C	YIR009W	YML052W	
YGR062C	YHR216W	YLR432W	YML056C	YOR360C	
YNL030W	YNL031C	YNL079C	YNL206C	YOL054W	
YAL023C	YBL060W	YBR159W	YJR065C	YMR028W	
YBR073W	YJR131W	YKL088W	YKR056W	YKR072C	
YDR087C	YDR111C	YDR180W	YER147C	YGR068C	
YBR069C	YDR457W	YDR463W	YHR064C	YOL025W	
YBR069C	YDR234W	YGR285C	YHR064C	YLR262C	
YAL021C	YGR134W	YHR193C	YJR011C	YPL268W	
YDR092W	YDR221W	YHR193C	YMR140W	YPL037C	
YGR068C	YIL094C	YKR003W	YNL304W	YPR061C	
YBR069C	YBR139W	YDR457W	YHR064C	YOL025W	
YGR068C	YHR138C	YIL094C	YKR003W	YNL304W	
YGR062C	YGR237C	YLR432W	YML056C	YOR360C	
YGR062C	YGR237C	YLR333C	YML056C	YOR360C	
YAL023C	YBL075C	YCR043C	YDR128W	YEL036C	
YDR065W	YJL023C	YLL033W	YLR091W	YPR116W	
YBR081C	YDR406W	YGL066W	YLR055C	YMR223W	
YJL053W	YJL154C	YOR069W	YOR132W	YPL070W	
YBR094W	YCR077C	YEL015W	YJL124C	YNL118C	
YBR094W	YCR077C	YEL015W	YJL124C	YLR438C-A	
YDR118W	YGL240W	YIR025W	YLR127C	YNL172W	
YBR060C	YCR087C-A	YML065W	YNL261W	YPR162C	
YDR121W	YGL133W	YJL065C	YNL230C	YOR304W	
YAL024C	YFL014W	YHR164C	YHR204W	YNL312W	
YDR124W	YDR347W	YGR165W	YJR060W	YPL118W	
YJR041C	YKL214C	YMR125W	YOR098C	YPL178W	
YBR055C	YDR473C	YGR091W	YNR011C	YOR308C	
YER157W	YGR120C	YML071C	YNL051W	YPR105C	
YBR094W	YEL015W	YER035W	YJL124C	YNL118C	
YBR094W	YEL015W	YER035W	YNL118C	YOL149W	
YDR138W	YHR167W	YML062C	YNL253W	YOR191W	
YBR094W	YEL015W	YJL124C	YLR438C-A	YMR268C	
YAL026C	YBR082C	YKL010C	YLR304C	YOR233W	
YBR047W	YDR238C	YER122C	YOR363C	YPL010W	
YER143W	YGR158C	YHR081W	YNR024W	YOR001W	
YBR039W	YGR250C	YGR281W	YML002W	YML051W	
YDR108W	YDR472W	YIL078W	YOR115C	YPR078C	
YBR065C	YHR155W	YKL056C	YKL081W	YPL240C	
YER157W	YGL005C	YML071C	YNL051W	YPR105C	
YBR065C	YHR155W	YKL056C	YKL081W	YNL041C	
YBR087W	YMR031C	YMR086W	YNL290W	YOR144C	
YDR103W	YEL023C	YHL002W	YKL216W	YOR269W	
YDR108W	YDR407C	YDR472W	YOR115C	YPR078C	
YBR065C	YBR249C	YKL056C	YKL081W	YPL048W	
YDR108W	YDR472W	YHR047C	YOR115C	YPR078C	
YDR016C	YDR201W	YKL052C	YKR037C	YKR083C	
YBR087W	YNL290W	YOL094C	YOR144C	YOR217W	
YGR062C	YGR237C	YIL154C	YML056C	YOR360C	
YDR022C	YJR156C	YLR423C	YPL166W	YPR049C	
YAL024C	YDR300C	YHR164C	YHR204W	YNL312W	
YDR118W	YFR036W	YGL240W	YHR166C	YIR025W	
YGL005C	YGR120C	YML071C	YNL041C	YNL051W	
YBR061C	YFR024C-A	YGR108W	YMR259C	YOR042W	
YAL021C	YDR252W	YGR134W	YHR193C	YJR011C	
YBL016W	YDR171W	YJR148W	YLR304C	YPR035W	
YDR419W	YDR477W	YER027C	YER129W	YGL208W	
YDR419W	YDR477W	YER027C	YGL115W	YGL208W	
YDR422C	YDR477W	YER027C	YER129W	YGL208W	
YDR422C	YDR477W	YER027C	YGL115W	YOR142W	
YDR422C	YER027C	YER129W	YGL115W	YOR142W	
YGL121C	YJL066C	YMR048W	YOL154W	YOR153W	
YGL121C	YJL066C	YMR048W	YNL273W	YOR153W	
YBL019W	YCR028C-A	YIL107C	YKL114C	YLR226W	
YER062C	YER171W	YGL090W	YIL045W	YKL069W	
YGL121C	YGR136W	YJL066C	YMR048W	YOL154W	
YBL019W	YCR028C-A	YHR164C	YKL114C	YLR226W	
YBL016W	YLL002W	YMR020W	YNL067W	YNL246W	
YDR419W	YDR422C	YER027C	YER129W	YGL115W	
YGL112C	YML015C	YML031W	YML098W	YMR227C	
YDR460W	YER171W	YLR005W	YPR025C	YPR056W	
YDR470C	YML131W	YMR191W	YOL154W	YOR092W	
YBL016W	YBR169C	YDR171W	YJR148W	YLR304C	
YBL016W	YBR167C	YLL002W	YMR020W	YNL246W	
YBL016W	YBR072W	YDR213W	YPL226W	YPR056W	
YBL016W	YBR072W	YDR213W	YJR043C	YNL313C	
YDR473C	YGR091W	YNR011C	YOR308C	YPL012W	
YDR473C	YGR278W	YKL173W	YNR011C	YOR308C	
YBL016W	YBR072W	YDR213W	YJL047C	YPL226W	
YBL016W	YBR001C	YDR171W	YJR148W	YLR304C	
YDR475C	YER133W	YMR311C	YNL233W	YOR227W	
YBL038W	YBR231C	YLR385C	YLR399C	YOL052C	
YBL044W	YBR278W	YDR369C	YER179W	YMR224C	
YDR365C	YDR507C	YHR065C	YIL142W	YKL015W	
YER064C	YKL128C	YKL157W	YLR370C	YMR068W	
YER064C	YGL039W	YKL128C	YLR370C	YMR068W	
YER064C	YGL039W	YKL128C	YKL157W	YMR068W	
YDR378C	YGL173C	YGR054W	YJL124C	YNL147W	
YBL038W	YGR093W	YKL167C	YKR006C	YML025C	
YBL038W	YGR093W	YJL200C	YKR006C	YLR399C	
YDR383C	YGR006W	YJR135C	YLR381W	YPR046W	
YER064C	YGL039W	YKL128C	YKL157W	YLR370C	
YDR400W	YEL005C	YGL079W	YKL061W	YLR408C	
YAL034C	YDR312W	YER110C	YHR066W	YNL122C	
YDR477W	YER027C	YGL115W	YGL208W	YOR142W	
YGL173C	YGR054W	YLR398C	YNL175C	YPR189W	
YGL173C	YGR054W	YKL023W	YLR398C	YPR189W	
YBL038W	YBR231C	YDR485C	YLR385C	YLR399C	
YLR052W	YLR072W	YNL059C	YNL215W	YOR141C	
YER064C	YGL039W	YKL128C	YKL157W	YKR038C	
YDR415C	YGR204W	YHR082C	YKL210W	YOR184W	
YDR415C	YGR204W	YKL210W	YLR084C	YOR184W	
YBL030C	YBR085W	YDR342C	YGL167C	YIL146C	
YBL026W	YEL015W	YJL124C	YLR438C-A	YOL149W	
YBL026W	YCR077C	YEL015W	YLR438C-A	YMR268C	
YDR419W	YDR422C	YDR477W	YER129W	YGL208W	
YAL062W	YBR274W	YIL033C	YJL164C	YPL203W	
