YAL032C	YBL104C	YBR065C	YBR152W	YCR063W	YDL030W	YDL209C	YDR364C	YDR416W	YDR473C	YGL128C	YGR091W	YGR278W	YHR156C	YJR050W	YKR022C	YLR117C	YMR213W	YOR308C	
YER029C	YIR009W	YJR084W	YLR117C	YLR424W	YPR178W	
YER094C	YGR135W	YGR232W	YML092C	YMR314W	YPR103W	
YAL017W	YCR042C	YGL112C	YML015C	YML098W	YMR227C	
YBR126C	YDR074W	YGL252C	YML100W	YMR261C	YNL076W	
YBR135W	YBR160W	YGR155W	YKR091W	YLR079W	YPL256C	
YAL021C	YCR093W	YDL149W	YER068W	YGR134W	YNL288W	
YBR130C	YER071C	YIL034C	YIR003W	YKL007W	YOR284W	
YBR126C	YDR074W	YKL182W	YML100W	YMR261C	YNL076W	
YBR130C	YER071C	YIL034C	YIR003W	YKL007W	YKL130C	
YER031C	YFL038C	YKR014C	YMR258C	YOR375C	YPR017C	
YHR117W	YKL006W	YKR014C	YMR258C	YOR375C	YPL228W	
YDL203C	YGL131C	YLR371W	YLR425W	YNL127W	YPL066W	
YDR075W	YDR379W	YGR192C	YIL153W	YML010W	YNL201C	
YDR075W	YDR083W	YDR379W	YGR192C	YIL153W	YNL201C	
YDL208W	YGR081C	YLL021W	YMR308C	YMR310C	YPL020C	
YER031C	YGL130W	YHR117W	YKL006W	YKR014C	YOR375C	
YBL104C	YDL043C	YIR009W	YJL203W	YJR084W	YOR319W	
YER031C	YGL130W	YKR014C	YMR258C	YOR347C	YOR370C	
YAL021C	YCR093W	YDL149W	YER068W	YGR134W	YJR011C	
YDL185W	YDR267C	YER171W	YIL128W	YMR178W	YNL064C	
YAL007C	YDL018C	YGL142C	YGL200C	YHR110W	YML012W	
YAL021C	YER068W	YGR134W	YJR011C	YNL288W	YNR052C	
YBR126C	YBR265W	YDR074W	YML100W	YMR261C	YNL175C	
YBL099W	YDR298C	YER092W	YGR281W	YLR052W	YOR141C	
YBL103C	YBR245C	YCR084C	YDR303C	YMR072W	YOL067C	
YAL021C	YDL149W	YER068W	YGR134W	YJR011C	YNL288W	
YBR021W	YDL066W	YER151C	YJR066W	YLR373C	YLR441C	
YAL021C	YCR093W	YER068W	YGR134W	YNL288W	YNR052C	
YBR021W	YDL066W	YER151C	YHR186C	YJR066W	YLR441C	
YBR143C	YDR172W	YLR386W	YOR069W	YOR187W	YPL083C	
YDL185W	YDR202C	YEL051W	YGR020C	YJR033C	YPR036W	
YER017C	YFL026W	YGR132C	YGR231C	YML075C	YMR089C	
YDL185W	YDR267C	YER171W	YHR122W	YIL128W	YMR178W	
YDL185W	YDR267C	YER171W	YHR122W	YIL128W	YNL240C	
YAL021C	YBR086C	YDL149W	YIL133C	YLR192C	YPR041W	
YBR126C	YDR074W	YDR496C	YML100W	YMR261C	YNL175C	
YBR143C	YDR172W	YHR012W	YOR069W	YOR187W	YPL083C	
YBR142W	YJR041C	YKL014C	YNL061W	YNR038W	YOL144W	
YDL185W	YEL051W	YGR020C	YJL012C	YKL080W	YOR270C	
YDR108W	YDR407C	YGR143W	YGR166W	YMR218C	YOR115C	
YDL185W	YER171W	YHR122W	YIL128W	YMR178W	YNL240C	
YDL185W	YER171W	YIL128W	YMR178W	YNL064C	YNL240C	
YDR108W	YDR407C	YDR472W	YGR166W	YMR218C	YOR115C	
YAL021C	YCR093W	YER068W	YGR134W	YJR011C	YNL288W	
YDR108W	YDR407C	YDR472W	YGR166W	YML077W	YOR115C	
YDR108W	YDR246W	YGR143W	YGR166W	YKR068C	YOR115C	
YBL103C	YCR084C	YGL013C	YGR017W	YMR072W	YOL067C	
YBR135W	YDL155W	YKR091W	YLR079W	YMR199W	YPL256C	
YDL188C	YDR198C	YJR009C	YML028W	YMR152W	YPL106C	
YBR011C	YDL203C	YIL161W	YLR425W	YNL023C	YPL066W	
YAL017W	YDL117W	YDR001C	YDR099W	YER177W	YGL252C	
YER071C	YIL034C	YIR003W	YKL007W	YLR429W	YMR109W	
YER071C	YIL034C	YIR003W	YKL007W	YKL130C	YOR284W	
YER031C	YKL006W	YKR014C	YMR258C	YOR375C	YPL228W	
YDL215C	YDR141C	YKL008C	YKL092C	YKL142W	YKR066C	
YBL104C	YJR084W	YLR298C	YLR424W	YMR240C	YPR182W	
YBR017C	YFR010W	YHL030W	YJR077C	YLR421C	YMR186W	
YDL215C	YKL008C	YKL039W	YKL092C	YKL142W	YLR044C	
YBR017C	YFR010W	YHL030W	YJR077C	YLR421C	YML016C	
YBR017C	YFR002W	YHL030W	YJL039C	YJR077C	YML016C	
YER071C	YGL157W	YIL034C	YKL007W	YKL130C	YMR109W	
YDR050C	YHL001W	YKL065C	YMR029C	YMR052W	YNL127W	
YER053C	YKL101W	YLR333C	YMR143W	YMR194W	YPL048W	
YDR001C	YDR099W	YER177W	YGL252C	YLR028C	YMR296C	
YBL104C	YIR009W	YJR084W	YMR240C	YMR288W	YPL213W	
YER053C	YKL101W	YLR333C	YMR143W	YMR194W	YMR203W	
YDR050C	YGL131C	YHL001W	YKL065C	YMR029C	YMR052W	
YAL017W	YDL117W	YDR001C	YDR099W	YML098W	YMR227C	
YBR017C	YBR072W	YJL039C	YJR077C	YML016C	YPR184W	
YDR049W	YGL234W	YGL246C	YHL003C	YML029W	YOR153W	
YER031C	YKR014C	YMR258C	YOR347C	YOR370C	YOR375C	
YDR021W	YDR060W	YER086W	YNL061W	YNL301C	YPL249C-A	
YBR017C	YBR072W	YHL030W	YJR077C	YML016C	YPR184W	
YER053C	YGL252C	YGR130C	YKR018C	YLR333C	YMR203W	
YBR017C	YBR072W	YHL030W	YJL039C	YJR077C	YPR184W	
YDR037W	YER146W	YGR180C	YJL124C	YLR438C-A	YMR080C	
YER053C	YGR130C	YJL066C	YKR018C	YLR333C	YMR031C	
YBR017C	YBR072W	YGR218W	YJR077C	YML016C	YPR184W	
YDR028C	YDR422C	YDR477W	YER027C	YER129W	YGL208W	
YBL104C	YIR009W	YJL203W	YJR084W	YMR240C	YPL213W	
YBR126C	YDR074W	YML100W	YMR152W	YMR261C	YPL106C	
YBL104C	YDL134C	YIR009W	YML109W	YMR273C	YOR349W	
YBR126C	YDR074W	YML100W	YMR261C	YNL076W	YNL175C	
YBR126C	YDR074W	YML100W	YMR261C	YNL076W	YPL106C	
YBR127C	YEL051W	YGR020C	YJR033C	YMR315W	YOR332W	
YHR146W	YJL146W	YLR142W	YMR196W	YMR315W	YPL154C	
YBR127C	YDR202C	YGR020C	YJR033C	YKL080W	YOR332W	
YDL213C	YDR140W	YDR516C	YKL119C	YNR050C	YOL124C	
YBL104C	YER029C	YJR084W	YLR298C	YLR424W	YPR182W	
YAL017W	YGL112C	YGR274C	YML015C	YMR227C	YPL011C	
YBL104C	YGL092W	YGL100W	YIR009W	YKL057C	YLR208W	
YAL017W	YDR001C	YDR099W	YER177W	YGL252C	YNL076W	
YBL104C	YGL100W	YIR009W	YJR084W	YOR319W	YPR101W	
YDR073W	YGR275W	YHL025W	YJL176C	YMR033W	YPL129W	
YBR126C	YBR265W	YDR074W	YML100W	YMR261C	YNL076W	
YDR073W	YGL150C	YHL025W	YNL059C	YPL053C	YPL129W	
YDR073W	YGL150C	YGR275W	YJL176C	YNL059C	YPL129W	
YAL017W	YDR001C	YDR044W	YDR099W	YER177W	YGL252C	
YAL017W	YDL117W	YDR001C	YDR044W	YDR099W	YGR094W	
YBR127C	YDL185W	YER171W	YIL128W	YJR033C	YKL080W	
YDL213C	YDR516C	YEL013W	YKL119C	YLR447C	YOR270C	
YDL213C	YDR516C	YEL013W	YKL119C	YNR050C	YOR270C	
YDL213C	YDR516C	YKL119C	YKR060W	YML130C	YOR078W	
YDL213C	YDR516C	YKL119C	YKR060W	YNR043W	YOR078W	
YDL213C	YKR060W	YLR003C	YMR143W	YNR043W	YOR078W	
YDL213C	YKR060W	YML130C	YMR143W	YMR194W	YOR078W	
YDL213C	YKR060W	YMR143W	YMR194W	YNR043W	YOR078W	
YIL050W	YJL005W	YNL138W	YOL001W	YPL031C	YPL219W	
YBR125C	YDR186C	YDR422C	YER129W	YGL115W	YGR152C	
YBR177C	YDL019C	YDL116W	YGL092W	YGL100W	YKL057C	
YDL147W	YDL216C	YDR179C	YIL071C	YMR025W	YOL117W	
YDR186C	YDR422C	YER027C	YER129W	YGL115W	YGR152C	
YBR175W	YDR469W	YHR119W	YKL018W	YLR015W	YPL138C	
YGR233C	YJL005W	YNL138W	YOL001W	YPL031C	YPL219W	
YDL149W	YIL133C	YLR039C	YLR192C	YNL096C	YPR041W	
YBR171W	YDR245W	YEL036C	YLR292C	YOR254C	YPL094C	
YGR233C	YJL005W	YOL001W	YPL031C	YPL219W	YPR100W	
YER004W	YFR009W	YGL245W	YKL029C	YML124C	YMR012W	
YAL026C	YAL053W	YBR205W	YML072C	YOR153W	YPL220W	
YAL016W	YDL134C	YDL188C	YGL190C	YGR161C	YOR014W	
YIL129C	YLR386W	YML081W	YNL272C	YOR187W	YPL083C	
YAL026C	YAL053W	YBR205W	YHL003C	YML072C	YOR153W	
YDL160C	YDR037W	YJL124C	YLR438C-A	YMR268C	YNL147W	
YER103W	YER164W	YIL035C	YKL088W	YMR172W	YOR039W	
YBR169C	YML112W	YMR029C	YMR052W	YNL127W	YOR007C	
YDL160C	YDR378C	YGL173C	YGR075C	YJL124C	YLR438C-A	
YDR166C	YGL233W	YIL068C	YJL085W	YLR166C	YPR055W	
YER007C-A	YER053C	YGR130C	YJR014W	YKL028W	YKR018C	
YBR169C	YJL006C	YML112W	YNL127W	YOR007C	YOR164C	
YBR169C	YJL006C	YML112W	YMR052W	YOR007C	YOR164C	
YBR021W	YDL066W	YER151C	YLR441C	YNL250W	YNR051C	
YBR021W	YDL066W	YER151C	YLR373C	YLR441C	YNR051C	
YBR169C	YJL006C	YKL139W	YML112W	YNL127W	YOR007C	
YBR169C	YHL001W	YMR029C	YMR052W	YNL127W	YOR007C	
YDL167C	YDR432W	YGR250C	YIR001C	YML117W	YNL016W	
YDL074C	YDL167C	YDR432W	YJL033W	YMR080C	YNL016W	
YDR148C	YFL018C	YFR049W	YIL125W	YMR121C	YMR211W	
YDL167C	YER146W	YIR001C	YJL124C	YMR080C	YNL016W	
YAL026C	YAL053W	YHL003C	YML072C	YOR153W	YPL220W	
YDL117W	YDR099W	YER177W	YGL252C	YMR261C	YNL076W	
YBR189W	YGR081C	YJR145C	YLL021W	YMR310C	YPL020C	
YBR189W	YGR081C	YGR214W	YKL143W	YLL021W	YOR056C	
YDL117W	YER139C	YIL021W	YJR072C	YOR151C	YOR224C	
YBR177C	YGL157W	YLR429W	YMR109W	YNL108C	YNL225C	
YDL117W	YGR063C	YIL021W	YJL140W	YML010W	YPR180W	
YER103W	YGL019W	YIL035C	YKL064W	YMR172W	YOR039W	
YBR177C	YDL116W	YGL092W	YJR042W	YKL057C	YPL169C	
YAL002W	YDL077C	YHR047C	YLR148W	YMR231W	YPL045W	
YAL002W	YDR080W	YHR047C	YLR148W	YLR396C	YMR231W	
YDR188W	YFR009W	YHR104W	YKL029C	YML124C	YNL212W	
YDL142C	YER090W	YHR019C	YKL211C	YLR180W	YMR012W	
YBR177C	YDL116W	YGL092W	YGL100W	YJR042W	YKL057C	
YAL016W	YAL024C	YML109W	YMR273C	YOR014W	YOR349W	
YDL167C	YGR180C	YGR250C	YIR001C	YML117W	YMR080C	
YGR233C	YIL050W	YJL005W	YOL001W	YPL031C	YPL219W	
YDL143W	YER004W	YFR009W	YKL029C	YML124C	YMR012W	
YBR021W	YER151C	YLR373C	YLR441C	YNR051C	YPL128C	
YDL143W	YFR009W	YGL245W	YKL029C	YML124C	YMR012W	
YDL143W	YFR009W	YKL029C	YLR106C	YML124C	YMR012W	
YBR119W	YER029C	YLR275W	YMR125W	YPL178W	YPR178W	
YGR233C	YIL050W	YNL138W	YOL001W	YPL031C	YPL219W	
YBR177C	YDL019C	YGL157W	YKL057C	YLR429W	YMR109W	
YDL145C	YDR238C	YER122C	YGL137W	YIL076W	YML067C	
YBL087C	YDR496C	YLR449W	YMR121C	YNL175C	YPL207W	
YBR021W	YER151C	YLR373C	YLR441C	YNL250W	YNR051C	
YER103W	YER164W	YKL088W	YML016C	YMR172W	YOR039W	
YBR021W	YER151C	YJR066W	YLR373C	YLR441C	YNR051C	
YBR177C	YDL019C	YDL116W	YGL157W	YKL057C	YMR109W	
YBR152W	YDR473C	YJL203W	YKL173W	YOR308C	YPR178W	
YDR140W	YDR516C	YKL119C	YNR050C	YOL124C	YOR164C	
YGR278W	YJL203W	YML049C	YMR213W	YMR288W	YNL286W	
YGR281W	YLR221C	YLR270W	YOR173W	YOR234C	YPR025C	
YDR140W	YDR516C	YJL012C	YNR050C	YOL124C	YOR270C	
YDL175C	YFL017W-A	YJL080C	YLR226W	YMR125W	YPR057W	
YBL099W	YDL002C	YDL192W	YER092W	YFL013C	YLR052W	
YBL099W	YDL002C	YDR298C	YER092W	YLR052W	YOR141C	
YDR140W	YDR516C	YEL013W	YNR050C	YOL124C	YOR270C	
YDL175C	YGL049C	YJL190C	YLR226W	YMR125W	YPR057W	
YGR281W	YLR221C	YNL104C	YOL058W	YOR108W	YOR234C	
YDL175C	YGL049C	YLR430W	YNL251C	YOL115W	YPL178W	
YBR021W	YDL066W	YER151C	YJR066W	YLR373C	YNR051C	
YDR138W	YHR167W	YJR121W	YML062C	YNL004W	YNL253W	
YHL003C	YKL008C	YKL039W	YKL092C	YLR044C	YOR153W	
YBL099W	YBR039W	YDL192W	YER092W	YGR281W	YLR052W	
YDR138W	YDR381W	YML034W	YML062C	YNL004W	YNL253W	
YDR138W	YDR381W	YJR121W	YML062C	YNL004W	YNL253W	
YBR152W	YDR473C	YGR074W	YGR075C	YGR091W	YOR308C	
YBL099W	YDL192W	YDR298C	YER092W	YFL013C	YLR052W	
YDL175C	YJL080C	YJR145C	YLR226W	YMR125W	YPR057W	
YDR118W	YGL240W	YLR102C	YLR127C	YNL172W	YOR249C	
YER017C	YER095W	YFL026W	YLR450W	YML075C	YMR089C	
YBL099W	YDL192W	YDR298C	YER092W	YLR052W	YPL218W	
YBL099W	YDL192W	YDR298C	YGL150C	YLR052W	YOR141C	
YDL175C	YLR226W	YLR430W	YMR125W	YOL115W	YPL190C	
YDR118W	YGL240W	YHR166C	YLR102C	YLR127C	YOR249C	
YDL175C	YLR226W	YMR125W	YOL115W	YPL190C	YPR057W	
YDR116C	YDR322W	YJL041W	YJL063C	YLR312W-A	YMR024W	
YAL007C	YAR002C-A	YDL018C	YGL200C	YML012W	YOR016C	
YBR021W	YDL066W	YER151C	YJR066W	YLR441C	YNR051C	
YBR169C	YGL131C	YJL006C	YML112W	YNL127W	YOR007C	
YDL167C	YGR180C	YGR250C	YIR001C	YMR080C	YPL016W	
YDR148C	YFL008W	YFL018C	YFR049W	YIL125W	YMR121C	
YDR148C	YEL055C	YFL018C	YFR049W	YIL125W	YMR121C	
YDL167C	YGR250C	YIR001C	YML117W	YMR080C	YNL016W	
YDL167C	YGR250C	YIR001C	YML117W	YMR080C	YNL138W	
YER007C-A	YJR014W	YKL028W	YKR018C	YKR062W	YPR056W	
YDL167C	YGR250C	YIR001C	YML117W	YNL016W	YNL138W	
YDL167C	YGR250C	YIR001C	YML117W	YNL016W	YPL184C	
YER103W	YER164W	YGL019W	YIL035C	YMR172W	YOR039W	
YDR141C	YKL008C	YKL039W	YKL092C	YLR044C	YNL297C	
YBL099W	YBR039W	YDL192W	YDR168W	YDR298C	YLR398C	
YBR169C	YDR050C	YGL131C	YML112W	YNL127W	YOR007C	
YDR141C	YHL003C	YKL039W	YKL092C	YNL297C	YOR153W	
YBL087C	YDR496C	YLR449W	YMR121C	YMR242C	YNL175C	
YDL171C	YDR361C	YMR243C	YOL098C	YOR133W	YPL208W	
YAL007C	YAR002C-A	YDL018C	YGL200C	YHR110W	YML012W	
YDR141C	YDR434W	YKL008C	YKL039W	YKL092C	YLR044C	
YBR160W	YDL155W	YKR091W	YLR079W	YMR199W	YPL256C	
YGR275W	YIL126W	YLR321C	YLR357W	YMR033W	YOL067C	
YAL024C	YDL134C	YMR273C	YOR294W	YOR349W	YPR043W	
YER007C-A	YJR014W	YKL028W	YLR005W	YNL135C	YPR056W	
YAL024C	YDL134C	YGL190C	YML109W	YMR273C	YOR014W	
YBL099W	YBR039W	YDL192W	YDR298C	YGR281W	YPL218W	
YAL024C	YDL134C	YDL188C	YMR273C	YOR014W	YOR349W	
YBL099W	YBR039W	YDL192W	YDR298C	YLR052W	YLR398C	
YBL099W	YBR039W	YDL192W	YDR298C	YLR052W	YPL218W	
YAL024C	YDL134C	YDL188C	YGL190C	YML109W	YMR273C	
YBR272C	YDR174W	YEL056W	YLL022C	YNL030W	YPL001W	
YDR328C	YER136W	YKR014C	YMR258C	YOR347C	YOR370C	
YFR006W	YJR132W	YLR325C	YMR176W	YOL054W	YPL058C	
YBR087W	YDR083W	YMR078C	YNL088W	YOR144C	YOR217W	
YBR289W	YDR073W	YFL049W	YHL025W	YNR023W	YOR290C	
YCR009C	YDL044C	YDR388W	YMR083W	YMR192W	YPL249C	
YAL038W	YDR148C	YDR430C	YFL018C	YFR049W	YIL125W	
YBR272C	YEL056W	YJR109C	YLL022C	YNL030W	YOR303W	
YDR328C	YER031C	YFL038C	YKR014C	YMR258C	YPR017C	
YDR328C	YER031C	YFL038C	YKR014C	YMR258C	YOR375C	
YCR009C	YDL044C	YDR388W	YLR139C	YMR192W	YPL249C	
YFR002W	YGR119C	YHR170W	YJL039C	YKL180W	YNL227C	
YCR009C	YDL044C	YDR388W	YLR139C	YMR083W	YPL249C	
YBR272C	YEL056W	YLL022C	YNL030W	YOL054W	YOR303W	
YCR095C	YHL029C	YNL032W	YNL056W	YNL099C	YNR033W	
YGL005C	YGL223C	YGR194C	YML071C	YNL051W	YNL265C	
YDR516C	YEL013W	YGR020C	YKL119C	YLR447C	YOR270C	
YAL010C	YJL066C	YKR052C	YMR203W	YMR241W	YPR024W	
YFR002W	YGL172W	YGR119C	YJL039C	YJR077C	YML016C	
YCR002C	YDL225W	YJR092W	YKL085W	YLR314C	YNL233W	
YDR517W	YJR052W	YNL193W	YOR089C	YOR231W	YPR181C	
YFR001W	YGL147C	YIL133C	YKL009W	YLR029C	YPR016C	
YDR314C	YKL101W	YLR333C	YMR143W	YMR194W	YPL048W	
YBL027W	YBL032W	YER147C	YHL019C	YKL135C	YLR170C	
YDL002C	YDL192W	YER092W	YFL013C	YLR052W	YOR141C	
YDR314C	YFR028C	YGL156W	YJR063W	YNL248C	YPR032W	
YFR037C	YGR275W	YLR321C	YLR357W	YMR033W	YOL067C	
YBL024W	YDR137W	YGR054W	YLR039C	YLR264W	YNL096C	
YBR105C	YDL195W	YDR228C	YHR216W	YOR250C	YPL085W	
YAL042W	YBR229C	YDR221W	YFR051C	YIL076W	YML067C	
YCR012W	YEL031W	YMR173W	YNL192W	YOL147C	YOR070C	
YAR042W	YER120W	YHL020C	YHR195W	YLR183C	YLR397C	
YAL042W	YBR229C	YDR221W	YDR238C	YIL076W	YML067C	
YBL024W	YGR054W	YKL143W	YKR057W	YLR264W	YNL096C	
YBL024W	YGR054W	YKR057W	YLR039C	YLR264W	YNL096C	
YDR335W	YER004W	YFR009W	YKL029C	YML124C	YMR012W	
YBR087W	YMR078C	YNL088W	YNL290W	YOR144C	YOR217W	
YDR517W	YGR170W	YGR215W	YNL186W	YOL115W	YOR205C	
YGL180W	YGR061C	YGR084C	YGR165W	YKL155C	YNL271C	
YBL027W	YBL032W	YFL034W	YKL135C	YPL259C	YPR029C	
YGL005C	YGL223C	YGR120C	YGR194C	YML071C	YNL041C	
YBR272C	YJR109C	YLL022C	YNL030W	YOR303W	YPL001W	
YBR272C	YEL056W	YNL030W	YOL054W	YOR303W	YPL001W	
YBR105C	YDR228C	YGL044C	YGL227W	YHR216W	YOR250C	
YCR009C	YDR388W	YLR139C	YMR083W	YMR192W	YPL249C	
YDR328C	YKR014C	YMR258C	YOR347C	YOR370C	YOR375C	
YBR087W	YMR078C	YNL088W	YNL290W	YOL094C	YOR144C	
YBR272C	YEL056W	YLL022C	YNL030W	YOR303W	YPL001W	
YAR042W	YER120W	YGR086C	YHL020C	YLR183C	YLR397C	
YBR289W	YDR073W	YFL049W	YHL025W	YJL176C	YNR023W	
YBR272C	YEL056W	YLL022C	YNL030W	YOL054W	YPL001W	
YBR263W	YDR471W	YGL246C	YGR204W	YOR048C	YPL009C	
YBL030C	YDR141C	YKL008C	YKL039W	YKL092C	YLR044C	
YBL030C	YDR502C	YFR014C	YLR153C	YML028W	YPR074C	
YBR267W	YDL075W	YDR101C	YKL009W	YLR074C	YOR252W	
YBL030C	YFR014C	YLR153C	YML028W	YNR033W	YPR074C	
YBR114W	YLR142W	YMR196W	YMR315W	YOR332W	YPL154C	
YBR289W	YDR073W	YHL025W	YJL176C	YOR290C	YPL129W	
YGL240W	YHR166C	YKL022C	YLR102C	YLR127C	YOR249C	
YDR311W	YER007C-A	YJR014W	YKL028W	YNL135C	YPR056W	
YAR042W	YDR243C	YHR195W	YIL074C	YLR183C	YLR397C	
YDL030W	YER029C	YIR009W	YJR084W	YPR178W	YPR182W	
YDL030W	YER112W	YER172C	YJL203W	YMR240C	YMR288W	
YKL008C	YKL039W	YKL092C	YKL142W	YKR066C	YLR044C	
YBR267W	YDR101C	YKL009W	YLR074C	YLR449W	YOR252W	
YDL040C	YGR016W	YGR254W	YHR013C	YOL041C	YPL198W	
YKL006W	YKR014C	YMR258C	YOR347C	YOR370C	YOR375C	
YCL059C	YLR175W	YLR197W	YMR310C	YNL255C	YOR078W	
YAR003W	YBR175W	YDR469W	YHR119W	YLR015W	YPL138C	
YBR084W	YGR285C	YHR010W	YHR064C	YJL080C	YPR189W	
YDL042C	YDR174W	YGR208W	YGR261C	YJL076W	YKL112W	
YBR084W	YGL213C	YGR285C	YHR064C	YJL080C	YPR189W	
YDL042C	YDR174W	YGR208W	YGR261C	YJL076W	YMR304W	
YDL042C	YDR174W	YGR208W	YGR261C	YJL076W	YNL216W	
YCL054W	YDL075W	YDR060W	YGL103W	YNL110C	YPL012W	
YBL032W	YFL034W	YGL147C	YHL019C	YKL135C	YPR029C	
YCL050C	YFL045C	YGL167C	YKL067W	YNL169C	YNR031C	
YDL003W	YDR158W	YFL008W	YJL074C	YMR121C	YPL207W	
YBR086C	YDL149W	YLR192C	YMR146C	YNL096C	YPR041W	
YAL010C	YER053C	YGR130C	YJL066C	YLR333C	YMR241W	
YBL027W	YDL003W	YDR180W	YER147C	YFL008W	YPL090C	
YDR314C	YER053C	YKL101W	YLR333C	YMR143W	YMR194W	
YCR002C	YDL225W	YJL060W	YJR092W	YLR314C	YNL233W	
YDL002C	YDR359C	YJL081C	YNL059C	YPL053C	YPR023C	
YAL009W	YDL040C	YGR254W	YHR013C	YOL041C	YPL198W	
YFL049W	YHL025W	YMR033W	YNR023W	YOL067C	YPR034W	
YBL027W	YER147C	YHR114W	YJL201W	YKL135C	YLR150W	
YDL002C	YFL013C	YLR052W	YNL059C	YOR141C	YPL053C	
YBR289W	YDR073W	YHL025W	YJL176C	YML007W	YOR290C	
YDR525W-A	YEL022W	YER017C	YGR132C	YGR231C	YMR089C	
YFR037C	YGR275W	YIL126W	YKR008W	YLR357W	YMR091C	
YAL036C	YHL015W	YJL080C	YJR145C	YLR406C	YMR230W	
YDR314C	YEL037C	YJR063W	YNL248C	YPL048W	YPR032W	
YCR002C	YDL225W	YHR107C	YJR092W	YKL085W	YNL233W	
YCR002C	YDL225W	YHR107C	YJR076C	YJR092W	YNL233W	
YDR314C	YEL037C	YGL156W	YJR063W	YNL248C	YPR032W	
YBR114W	YCR092C	YDL156W	YIR002C	YOL090W	YPR065W	
YBR114W	YHR146W	YLR142W	YMR315W	YOR332W	YPL154C	
YBR267W	YDR101C	YLR074C	YLR106C	YML124C	YOR252W	
YBR289W	YDR073W	YHL025W	YJL176C	YNR023W	YOR290C	
YDL029W	YJL008C	YJR065C	YKL013C	YLR370C	YNR035C	
YBR114W	YHR146W	YMR196W	YMR315W	YOR332W	YPL154C	
YBR102C	YDR166C	YGL233W	YIL068C	YJL085W	YLR166C	
YBL002W	YBR278W	YDR121W	YJL065C	YNL262W	YPR175W	
YGL129C	YGR061C	YGR084C	YGR165W	YNL271C	YOR158W	
YFR024C-A	YGL206C	YGR167W	YNL084C	YNL168C	YOR181W	
YBL002W	YBR278W	YDR121W	YGL133W	YOR304W	YPR175W	
YBR103W	YGL194C	YIL112W	YKR029C	YMR273C	YOL068C	
YFR024C-A	YGL206C	YGR167W	YLR337C	YNL084C	YOR181W	
YFR024C-A	YGL206C	YGR167W	YIR006C	YNL084C	YOR181W	
YGL130W	YHR121W	YKL006W	YOR370C	YOR375C	YPL228W	
YDR359C	YFL024C	YNL107W	YOR244W	YPL074W	YPR023C	
YFR028C	YJR063W	YNL248C	YOR341W	YPR032W	YPR187W	
YBR105C	YBR272C	YEL056W	YLL022C	YNL030W	YPL001W	
YBR279W	YGL244W	YLR418C	YML069W	YOL145C	YOR123C	
YBR102C	YDR166C	YGL233W	YJL085W	YML097C	YPR055W	
YDR359C	YFL024C	YML007W	YNL107W	YOR244W	YPL074W	
YBR279W	YGL244W	YIL035C	YLR418C	YOL145C	YOR123C	
YBR279W	YGL207W	YGR163W	YGR217W	YML069W	YOL145C	
YBR279W	YGL207W	YGL244W	YGR163W	YGR217W	YLR418C	
YBL007C	YFR024C-A	YHR114W	YLR337C	YML001W	YNL084C	
YBL002W	YBR278W	YDR121W	YGL133W	YJL065C	YOR304W	
YBR102C	YDR166C	YER008C	YGL233W	YJL085W	YML097C	
YBL002W	YBR278W	YDR121W	YFR013W	YGL133W	YOR304W	
YBL002W	YBR278W	YDR121W	YDR224C	YGL133W	YOR304W	
YDR359C	YEL018W	YNL107W	YNL330C	YOR244W	YPR023C	
YFR024C-A	YGL206C	YGR167W	YIR006C	YNL084C	YNL243W	
YCR042C	YDR073W	YHL025W	YJL176C	YML114C	YPL129W	
YAL053W	YKL008C	YKL039W	YKL092C	YLR044C	YOR153W	
YBR103W	YCR033W	YIL112W	YKR029C	YMR273C	YOL068C	
YAR002W	YDL083C	YGL191W	YLR335W	YMR230W	YNL224C	
YBR103W	YCR033W	YGL194C	YIL112W	YKR029C	YMR273C	
YAR002W	YCL009C	YER110C	YGL191W	YLR335W	YPR174C	
YBR103W	YCR033W	YDR155C	YIL112W	YKR029C	YOL068C	
YBL003C	YDR083W	YGL241W	YKR048C	YLR133W	YMR139W	
YBR103W	YCR033W	YDR155C	YGL194C	YKR029C	YOL068C	
YAR002W	YBR086C	YDL083C	YMR230W	YNL224C	YOR098C	
YAR002W	YDL083C	YLR335W	YMR230W	YNL224C	YOR098C	
YBR103W	YDR155C	YGL194C	YIL112W	YKR029C	YOL068C	
YBR103W	YCR033W	YDR155C	YGL194C	YIL112W	YOL068C	
YBL002W	YDR121W	YGL133W	YNL262W	YOR304W	YPR175W	
YBL013W	YDR434W	YGR192C	YKL039W	YLR044C	YLR088W	
YBR288C	YGR261C	YJL024C	YLR436C	YMR304W	YPL195W	
YBR103W	YCR033W	YDR155C	YGL194C	YIL112W	YKR029C	
YBR288C	YGR261C	YJL024C	YJL076W	YMR304W	YPL195W	
YAL053W	YDL112W	YGR026W	YML072C	YOR153W	YPL220W	
YDR406W	YGL234W	YGL246C	YLL045C	YML029W	YOL013C	
YAR002W	YGR081C	YLL021W	YMR310C	YNL224C	YPL020C	
YBL002W	YDR121W	YFR013W	YGL133W	YJL065C	YOR304W	
YDR406W	YGL234W	YGL246C	YML029W	YOL013C	YOR153W	
YBR288C	YGR261C	YJL024C	YJL076W	YLR436C	YPL195W	
YBR288C	YGR261C	YJL024C	YJL076W	YLR436C	YMR304W	
